,Column 1,Column 2,xyz 1,xyz 2,Grouping Time
246,0,1,"[0.775, 0.14400000000000002, 0.615]","[-0.11800000000000001, 0.607, 0.7859999999999999]",1585166798.596349
247,0,2,"[0.775, 0.14400000000000002, 0.615]","[-0.22, -0.693, 0.687]",1585166798.596349
248,0,3,"[0.775, 0.14400000000000002, 0.615]","[-0.674, 0.077, 0.735]",1585166798.596349
249,1,2,"[-0.11800000000000001, 0.607, 0.7859999999999999]","[-0.22, -0.693, 0.687]",1585166798.596349
250,1,3,"[-0.11800000000000001, 0.607, 0.7859999999999999]","[-0.674, 0.077, 0.735]",1585166798.596349
251,2,3,"[-0.22, -0.693, 0.687]","[-0.674, 0.077, 0.735]",1585166798.596349
252,0,1,"[0.775, 0.14400000000000002, 0.615]","[-0.11800000000000001, 0.606, 0.7859999999999999]",1585166798.604349
253,0,2,"[0.775, 0.14400000000000002, 0.615]","[-0.22, -0.693, 0.687]",1585166798.604349
254,0,3,"[0.775, 0.14400000000000002, 0.615]","[-0.674, 0.077, 0.735]",1585166798.604349
255,1,2,"[-0.11800000000000001, 0.606, 0.7859999999999999]","[-0.22, -0.693, 0.687]",1585166798.604349
256,1,3,"[-0.11800000000000001, 0.606, 0.7859999999999999]","[-0.674, 0.077, 0.735]",1585166798.604349
257,2,3,"[-0.22, -0.693, 0.687]","[-0.674, 0.077, 0.735]",1585166798.604349
258,0,1,"[0.775, 0.14400000000000002, 0.615]","[-0.11800000000000001, 0.606, 0.787]",1585166798.6123488
259,0,2,"[0.775, 0.14400000000000002, 0.615]","[-0.22, -0.693, 0.687]",1585166798.6123488
260,0,3,"[0.775, 0.14400000000000002, 0.615]","[-0.6729999999999999, 0.077, 0.735]",1585166798.6123488
261,1,2,"[-0.11800000000000001, 0.606, 0.787]","[-0.22, -0.693, 0.687]",1585166798.6123488
262,1,3,"[-0.11800000000000001, 0.606, 0.787]","[-0.6729999999999999, 0.077, 0.735]",1585166798.6123488
263,2,3,"[-0.22, -0.693, 0.687]","[-0.6729999999999999, 0.077, 0.735]",1585166798.6123488
264,0,1,"[0.775, 0.14400000000000002, 0.615]","[-0.11599999999999999, 0.609, 0.784]",1585166798.6203487
265,0,2,"[0.775, 0.14400000000000002, 0.615]","[-0.22, -0.693, 0.687]",1585166798.6203487
266,0,3,"[0.775, 0.14400000000000002, 0.615]","[-0.6729999999999999, 0.077, 0.736]",1585166798.6203487
267,1,2,"[-0.11599999999999999, 0.609, 0.784]","[-0.22, -0.693, 0.687]",1585166798.6203487
268,1,3,"[-0.11599999999999999, 0.609, 0.784]","[-0.6729999999999999, 0.077, 0.736]",1585166798.6203487
269,2,3,"[-0.22, -0.693, 0.687]","[-0.6729999999999999, 0.077, 0.736]",1585166798.6203487
270,0,1,"[0.775, 0.14400000000000002, 0.615]","[-0.115, 0.612, 0.782]",1585166798.6283486
271,0,2,"[0.775, 0.14400000000000002, 0.615]","[-0.22, -0.693, 0.687]",1585166798.6283486
272,0,3,"[0.775, 0.14400000000000002, 0.615]","[-0.6729999999999999, 0.077, 0.736]",1585166798.6283486
273,1,2,"[-0.115, 0.612, 0.782]","[-0.22, -0.693, 0.687]",1585166798.6283486
274,1,3,"[-0.115, 0.612, 0.782]","[-0.6729999999999999, 0.077, 0.736]",1585166798.6283486
275,2,3,"[-0.22, -0.693, 0.687]","[-0.6729999999999999, 0.077, 0.736]",1585166798.6283486
276,0,1,"[0.775, 0.14400000000000002, 0.615]","[-0.115, 0.612, 0.782]",1585166798.6363485
277,0,2,"[0.775, 0.14400000000000002, 0.615]","[-0.22, -0.693, 0.687]",1585166798.6363485
278,0,3,"[0.775, 0.14400000000000002, 0.615]","[-0.6729999999999999, 0.077, 0.736]",1585166798.6363485
279,1,2,"[-0.115, 0.612, 0.782]","[-0.22, -0.693, 0.687]",1585166798.6363485
280,1,3,"[-0.115, 0.612, 0.782]","[-0.6729999999999999, 0.077, 0.736]",1585166798.6363485
281,2,3,"[-0.22, -0.693, 0.687]","[-0.6729999999999999, 0.077, 0.736]",1585166798.6363485
282,0,1,"[0.775, 0.14300000000000002, 0.616]","[-0.115, 0.612, 0.782]",1585166798.6443484
283,0,2,"[0.775, 0.14300000000000002, 0.616]","[-0.22, -0.6920000000000001, 0.687]",1585166798.6443484
284,0,3,"[0.775, 0.14300000000000002, 0.616]","[-0.672, 0.077, 0.736]",1585166798.6443484
285,1,2,"[-0.115, 0.612, 0.782]","[-0.22, -0.6920000000000001, 0.687]",1585166798.6443484
286,1,3,"[-0.115, 0.612, 0.782]","[-0.672, 0.077, 0.736]",1585166798.6443484
287,2,3,"[-0.22, -0.6920000000000001, 0.687]","[-0.672, 0.077, 0.736]",1585166798.6443484
288,0,1,"[0.775, 0.14400000000000002, 0.615]","[-0.115, 0.612, 0.782]",1585166798.6523483
289,0,2,"[0.775, 0.14400000000000002, 0.615]","[-0.22, -0.6920000000000001, 0.688]",1585166798.6523483
290,0,3,"[0.775, 0.14400000000000002, 0.615]","[-0.672, 0.077, 0.736]",1585166798.6523483
291,1,2,"[-0.115, 0.612, 0.782]","[-0.22, -0.6920000000000001, 0.688]",1585166798.6523483
292,1,3,"[-0.115, 0.612, 0.782]","[-0.672, 0.077, 0.736]",1585166798.6523483
293,2,3,"[-0.22, -0.6920000000000001, 0.688]","[-0.672, 0.077, 0.736]",1585166798.6523483
294,0,1,"[0.775, 0.14400000000000002, 0.615]","[-0.114, 0.613, 0.782]",1585166798.6603482
295,0,2,"[0.775, 0.14400000000000002, 0.615]","[-0.22, -0.6920000000000001, 0.688]",1585166798.6603482
296,0,3,"[0.775, 0.14400000000000002, 0.615]","[-0.6729999999999999, 0.077, 0.736]",1585166798.6603482
297,1,2,"[-0.114, 0.613, 0.782]","[-0.22, -0.6920000000000001, 0.688]",1585166798.6603482
298,1,3,"[-0.114, 0.613, 0.782]","[-0.6729999999999999, 0.077, 0.736]",1585166798.6603482
299,2,3,"[-0.22, -0.6920000000000001, 0.688]","[-0.6729999999999999, 0.077, 0.736]",1585166798.6603482
300,0,1,"[0.775, 0.14400000000000002, 0.616]","[-0.114, 0.613, 0.782]",1585166798.668348
301,0,2,"[0.775, 0.14400000000000002, 0.616]","[-0.22, -0.6920000000000001, 0.688]",1585166798.668348
302,0,3,"[0.775, 0.14400000000000002, 0.616]","[-0.672, 0.077, 0.736]",1585166798.668348
303,1,2,"[-0.114, 0.613, 0.782]","[-0.22, -0.6920000000000001, 0.688]",1585166798.668348
304,1,3,"[-0.114, 0.613, 0.782]","[-0.672, 0.077, 0.736]",1585166798.668348
305,2,3,"[-0.22, -0.6920000000000001, 0.688]","[-0.672, 0.077, 0.736]",1585166798.668348
306,0,1,"[0.775, 0.14400000000000002, 0.616]","[-0.114, 0.613, 0.782]",1585166798.676348
307,0,2,"[0.775, 0.14400000000000002, 0.616]","[-0.22, -0.6920000000000001, 0.688]",1585166798.676348
308,0,3,"[0.775, 0.14400000000000002, 0.616]","[-0.672, 0.077, 0.736]",1585166798.676348
309,1,2,"[-0.114, 0.613, 0.782]","[-0.22, -0.6920000000000001, 0.688]",1585166798.676348
310,1,3,"[-0.114, 0.613, 0.782]","[-0.672, 0.077, 0.736]",1585166798.676348
311,2,3,"[-0.22, -0.6920000000000001, 0.688]","[-0.672, 0.077, 0.736]",1585166798.676348
312,0,1,"[0.775, 0.145, 0.615]","[-0.114, 0.613, 0.782]",1585166798.6843479
313,0,2,"[0.775, 0.145, 0.615]","[-0.22, -0.6920000000000001, 0.688]",1585166798.6843479
314,0,3,"[0.775, 0.145, 0.615]","[-0.672, 0.077, 0.736]",1585166798.6843479
315,1,2,"[-0.114, 0.613, 0.782]","[-0.22, -0.6920000000000001, 0.688]",1585166798.6843479
316,1,3,"[-0.114, 0.613, 0.782]","[-0.672, 0.077, 0.736]",1585166798.6843479
317,2,3,"[-0.22, -0.6920000000000001, 0.688]","[-0.672, 0.077, 0.736]",1585166798.6843479
318,0,1,"[0.775, 0.145, 0.614]","[-0.115, 0.614, 0.7809999999999999]",1585166798.6923478
319,0,2,"[0.775, 0.145, 0.614]","[-0.22, -0.6920000000000001, 0.688]",1585166798.6923478
320,0,3,"[0.775, 0.145, 0.614]","[-0.672, 0.077, 0.736]",1585166798.6923478
321,1,2,"[-0.115, 0.614, 0.7809999999999999]","[-0.22, -0.6920000000000001, 0.688]",1585166798.6923478
322,1,3,"[-0.115, 0.614, 0.7809999999999999]","[-0.672, 0.077, 0.736]",1585166798.6923478
323,2,3,"[-0.22, -0.6920000000000001, 0.688]","[-0.672, 0.077, 0.736]",1585166798.6923478
324,0,1,"[0.775, 0.145, 0.614]","[-0.114, 0.614, 0.7809999999999999]",1585166798.7003477
325,0,2,"[0.775, 0.145, 0.614]","[-0.22, -0.6920000000000001, 0.688]",1585166798.7003477
326,0,3,"[0.775, 0.145, 0.614]","[-0.672, 0.077, 0.736]",1585166798.7003477
327,1,2,"[-0.114, 0.614, 0.7809999999999999]","[-0.22, -0.6920000000000001, 0.688]",1585166798.7003477
328,1,3,"[-0.114, 0.614, 0.7809999999999999]","[-0.672, 0.077, 0.736]",1585166798.7003477
329,2,3,"[-0.22, -0.6920000000000001, 0.688]","[-0.672, 0.077, 0.736]",1585166798.7003477
330,0,1,"[0.775, 0.145, 0.615]","[-0.114, 0.614, 0.7809999999999999]",1585166798.7083476
331,0,2,"[0.775, 0.145, 0.615]","[-0.22, -0.6920000000000001, 0.688]",1585166798.7083476
332,0,3,"[0.775, 0.145, 0.615]","[-0.672, 0.077, 0.736]",1585166798.7083476
333,1,2,"[-0.114, 0.614, 0.7809999999999999]","[-0.22, -0.6920000000000001, 0.688]",1585166798.7083476
334,1,3,"[-0.114, 0.614, 0.7809999999999999]","[-0.672, 0.077, 0.736]",1585166798.7083476
335,2,3,"[-0.22, -0.6920000000000001, 0.688]","[-0.672, 0.077, 0.736]",1585166798.7083476
336,0,1,"[0.775, 0.145, 0.615]","[-0.114, 0.614, 0.7809999999999999]",1585166798.7163475
337,0,2,"[0.775, 0.145, 0.615]","[-0.22, -0.6920000000000001, 0.688]",1585166798.7163475
338,0,3,"[0.775, 0.145, 0.615]","[-0.672, 0.077, 0.736]",1585166798.7163475
339,1,2,"[-0.114, 0.614, 0.7809999999999999]","[-0.22, -0.6920000000000001, 0.688]",1585166798.7163475
340,1,3,"[-0.114, 0.614, 0.7809999999999999]","[-0.672, 0.077, 0.736]",1585166798.7163475
341,2,3,"[-0.22, -0.6920000000000001, 0.688]","[-0.672, 0.077, 0.736]",1585166798.7163475
342,0,1,"[0.775, 0.145, 0.616]","[-0.114, 0.615, 0.7809999999999999]",1585166798.7243474
343,0,2,"[0.775, 0.145, 0.616]","[-0.22, -0.6920000000000001, 0.688]",1585166798.7243474
344,0,3,"[0.775, 0.145, 0.616]","[-0.672, 0.077, 0.736]",1585166798.7243474
345,1,2,"[-0.114, 0.615, 0.7809999999999999]","[-0.22, -0.6920000000000001, 0.688]",1585166798.7243474
346,1,3,"[-0.114, 0.615, 0.7809999999999999]","[-0.672, 0.077, 0.736]",1585166798.7243474
347,2,3,"[-0.22, -0.6920000000000001, 0.688]","[-0.672, 0.077, 0.736]",1585166798.7243474
348,0,1,"[0.775, 0.145, 0.616]","[-0.114, 0.614, 0.7809999999999999]",1585166798.7323472
349,0,2,"[0.775, 0.145, 0.616]","[-0.22, -0.691, 0.688]",1585166798.7323472
350,0,3,"[0.775, 0.145, 0.616]","[-0.672, 0.077, 0.736]",1585166798.7323472
351,1,2,"[-0.114, 0.614, 0.7809999999999999]","[-0.22, -0.691, 0.688]",1585166798.7323472
352,1,3,"[-0.114, 0.614, 0.7809999999999999]","[-0.672, 0.077, 0.736]",1585166798.7323472
353,2,3,"[-0.22, -0.691, 0.688]","[-0.672, 0.077, 0.736]",1585166798.7323472
354,0,1,"[0.775, 0.145, 0.616]","[-0.114, 0.614, 0.7809999999999999]",1585166798.7403471
355,0,2,"[0.775, 0.145, 0.616]","[-0.22, -0.691, 0.688]",1585166798.7403471
356,0,3,"[0.775, 0.145, 0.616]","[-0.672, 0.077, 0.736]",1585166798.7403471
357,1,2,"[-0.114, 0.614, 0.7809999999999999]","[-0.22, -0.691, 0.688]",1585166798.7403471
358,1,3,"[-0.114, 0.614, 0.7809999999999999]","[-0.672, 0.077, 0.736]",1585166798.7403471
359,2,3,"[-0.22, -0.691, 0.688]","[-0.672, 0.077, 0.736]",1585166798.7403471
360,0,1,"[0.775, 0.145, 0.616]","[-0.114, 0.614, 0.7809999999999999]",1585166798.748347
361,0,2,"[0.775, 0.145, 0.616]","[-0.22, -0.691, 0.688]",1585166798.748347
362,0,3,"[0.775, 0.145, 0.616]","[-0.6729999999999999, 0.078, 0.736]",1585166798.748347
363,1,2,"[-0.114, 0.614, 0.7809999999999999]","[-0.22, -0.691, 0.688]",1585166798.748347
364,1,3,"[-0.114, 0.614, 0.7809999999999999]","[-0.6729999999999999, 0.078, 0.736]",1585166798.748347
365,2,3,"[-0.22, -0.691, 0.688]","[-0.6729999999999999, 0.078, 0.736]",1585166798.748347
366,0,1,"[0.774, 0.145, 0.616]","[-0.114, 0.614, 0.7809999999999999]",1585166798.756347
367,0,2,"[0.774, 0.145, 0.616]","[-0.22, -0.691, 0.688]",1585166798.756347
368,0,3,"[0.774, 0.145, 0.616]","[-0.672, 0.079, 0.737]",1585166798.756347
369,1,2,"[-0.114, 0.614, 0.7809999999999999]","[-0.22, -0.691, 0.688]",1585166798.756347
370,1,3,"[-0.114, 0.614, 0.7809999999999999]","[-0.672, 0.079, 0.737]",1585166798.756347
371,2,3,"[-0.22, -0.691, 0.688]","[-0.672, 0.079, 0.737]",1585166798.756347
372,0,1,"[0.774, 0.145, 0.616]","[-0.113, 0.614, 0.7809999999999999]",1585166798.7643468
373,0,2,"[0.774, 0.145, 0.616]","[-0.22, -0.691, 0.688]",1585166798.7643468
374,0,3,"[0.774, 0.145, 0.616]","[-0.6709999999999999, 0.078, 0.737]",1585166798.7643468
375,1,2,"[-0.113, 0.614, 0.7809999999999999]","[-0.22, -0.691, 0.688]",1585166798.7643468
376,1,3,"[-0.113, 0.614, 0.7809999999999999]","[-0.6709999999999999, 0.078, 0.737]",1585166798.7643468
377,2,3,"[-0.22, -0.691, 0.688]","[-0.6709999999999999, 0.078, 0.737]",1585166798.7643468
378,0,1,"[0.774, 0.145, 0.616]","[-0.113, 0.614, 0.7809999999999999]",1585166798.7723467
379,0,2,"[0.774, 0.145, 0.616]","[-0.22, -0.691, 0.688]",1585166798.7723467
380,0,3,"[0.774, 0.145, 0.616]","[-0.6709999999999999, 0.079, 0.737]",1585166798.7723467
381,1,2,"[-0.113, 0.614, 0.7809999999999999]","[-0.22, -0.691, 0.688]",1585166798.7723467
382,1,3,"[-0.113, 0.614, 0.7809999999999999]","[-0.6709999999999999, 0.079, 0.737]",1585166798.7723467
383,2,3,"[-0.22, -0.691, 0.688]","[-0.6709999999999999, 0.079, 0.737]",1585166798.7723467
384,0,1,"[0.773, 0.145, 0.617]","[-0.113, 0.615, 0.78]",1585166798.7803466
385,0,2,"[0.773, 0.145, 0.617]","[-0.22, -0.691, 0.688]",1585166798.7803466
386,0,3,"[0.773, 0.145, 0.617]","[-0.6709999999999999, 0.079, 0.737]",1585166798.7803466
387,1,2,"[-0.113, 0.615, 0.78]","[-0.22, -0.691, 0.688]",1585166798.7803466
388,1,3,"[-0.113, 0.615, 0.78]","[-0.6709999999999999, 0.079, 0.737]",1585166798.7803466
389,2,3,"[-0.22, -0.691, 0.688]","[-0.6709999999999999, 0.079, 0.737]",1585166798.7803466
390,0,1,"[0.773, 0.145, 0.617]","[-0.113, 0.615, 0.7809999999999999]",1585166798.7883465
391,0,2,"[0.773, 0.145, 0.617]","[-0.22, -0.691, 0.6890000000000001]",1585166798.7883465
392,0,3,"[0.773, 0.145, 0.617]","[-0.6709999999999999, 0.079, 0.738]",1585166798.7883465
393,1,2,"[-0.113, 0.615, 0.7809999999999999]","[-0.22, -0.691, 0.6890000000000001]",1585166798.7883465
394,1,3,"[-0.113, 0.615, 0.7809999999999999]","[-0.6709999999999999, 0.079, 0.738]",1585166798.7883465
395,2,3,"[-0.22, -0.691, 0.6890000000000001]","[-0.6709999999999999, 0.079, 0.738]",1585166798.7883465
396,0,1,"[0.773, 0.147, 0.618]","[-0.113, 0.615, 0.7809999999999999]",1585166798.7963464
397,0,2,"[0.773, 0.147, 0.618]","[-0.22, -0.691, 0.6890000000000001]",1585166798.7963464
398,0,3,"[0.773, 0.147, 0.618]","[-0.67, 0.079, 0.738]",1585166798.7963464
399,1,2,"[-0.113, 0.615, 0.7809999999999999]","[-0.22, -0.691, 0.6890000000000001]",1585166798.7963464
400,1,3,"[-0.113, 0.615, 0.7809999999999999]","[-0.67, 0.079, 0.738]",1585166798.7963464
401,2,3,"[-0.22, -0.691, 0.6890000000000001]","[-0.67, 0.079, 0.738]",1585166798.7963464
402,0,1,"[0.773, 0.147, 0.617]","[-0.113, 0.615, 0.7809999999999999]",1585166798.8043463
403,0,2,"[0.773, 0.147, 0.617]","[-0.22, -0.691, 0.6890000000000001]",1585166798.8043463
404,0,3,"[0.773, 0.147, 0.617]","[-0.669, 0.079, 0.7390000000000001]",1585166798.8043463
405,1,2,"[-0.113, 0.615, 0.7809999999999999]","[-0.22, -0.691, 0.6890000000000001]",1585166798.8043463
406,1,3,"[-0.113, 0.615, 0.7809999999999999]","[-0.669, 0.079, 0.7390000000000001]",1585166798.8043463
407,2,3,"[-0.22, -0.691, 0.6890000000000001]","[-0.669, 0.079, 0.7390000000000001]",1585166798.8043463
408,0,1,"[0.773, 0.147, 0.617]","[-0.11199999999999999, 0.614, 0.7809999999999999]",1585166798.8123462
409,0,2,"[0.773, 0.147, 0.617]","[-0.22, -0.691, 0.6890000000000001]",1585166798.8123462
410,0,3,"[0.773, 0.147, 0.617]","[-0.669, 0.08, 0.7390000000000001]",1585166798.8123462
411,1,2,"[-0.11199999999999999, 0.614, 0.7809999999999999]","[-0.22, -0.691, 0.6890000000000001]",1585166798.8123462
412,1,3,"[-0.11199999999999999, 0.614, 0.7809999999999999]","[-0.669, 0.08, 0.7390000000000001]",1585166798.8123462
413,2,3,"[-0.22, -0.691, 0.6890000000000001]","[-0.669, 0.08, 0.7390000000000001]",1585166798.8123462
414,0,1,"[0.772, 0.146, 0.618]","[-0.11199999999999999, 0.615, 0.7809999999999999]",1585166798.820346
415,0,2,"[0.772, 0.146, 0.618]","[-0.22, -0.691, 0.6890000000000001]",1585166798.820346
416,0,3,"[0.772, 0.146, 0.618]","[-0.669, 0.08, 0.7390000000000001]",1585166798.820346
417,1,2,"[-0.11199999999999999, 0.615, 0.7809999999999999]","[-0.22, -0.691, 0.6890000000000001]",1585166798.820346
418,1,3,"[-0.11199999999999999, 0.615, 0.7809999999999999]","[-0.669, 0.08, 0.7390000000000001]",1585166798.820346
419,2,3,"[-0.22, -0.691, 0.6890000000000001]","[-0.669, 0.08, 0.7390000000000001]",1585166798.820346
420,0,1,"[0.772, 0.146, 0.618]","[-0.11199999999999999, 0.614, 0.7809999999999999]",1585166798.828346
421,0,2,"[0.772, 0.146, 0.618]","[-0.22, -0.691, 0.6890000000000001]",1585166798.828346
422,0,3,"[0.772, 0.146, 0.618]","[-0.669, 0.08, 0.7390000000000001]",1585166798.828346
423,1,2,"[-0.11199999999999999, 0.614, 0.7809999999999999]","[-0.22, -0.691, 0.6890000000000001]",1585166798.828346
424,1,3,"[-0.11199999999999999, 0.614, 0.7809999999999999]","[-0.669, 0.08, 0.7390000000000001]",1585166798.828346
425,2,3,"[-0.22, -0.691, 0.6890000000000001]","[-0.669, 0.08, 0.7390000000000001]",1585166798.828346
426,0,1,"[0.772, 0.147, 0.619]","[-0.11199999999999999, 0.615, 0.7809999999999999]",1585166798.836346
427,0,2,"[0.772, 0.147, 0.619]","[-0.22, -0.691, 0.6890000000000001]",1585166798.836346
428,0,3,"[0.772, 0.147, 0.619]","[-0.669, 0.08, 0.7390000000000001]",1585166798.836346
429,1,2,"[-0.11199999999999999, 0.615, 0.7809999999999999]","[-0.22, -0.691, 0.6890000000000001]",1585166798.836346
430,1,3,"[-0.11199999999999999, 0.615, 0.7809999999999999]","[-0.669, 0.08, 0.7390000000000001]",1585166798.836346
431,2,3,"[-0.22, -0.691, 0.6890000000000001]","[-0.669, 0.08, 0.7390000000000001]",1585166798.836346
432,0,1,"[0.77, 0.147, 0.62]","[-0.11199999999999999, 0.614, 0.7809999999999999]",1585166798.8443458
433,0,2,"[0.77, 0.147, 0.62]","[-0.22, -0.69, 0.69]",1585166798.8443458
434,0,3,"[0.77, 0.147, 0.62]","[-0.6679999999999999, 0.08, 0.7390000000000001]",1585166798.8443458
435,1,2,"[-0.11199999999999999, 0.614, 0.7809999999999999]","[-0.22, -0.69, 0.69]",1585166798.8443458
436,1,3,"[-0.11199999999999999, 0.614, 0.7809999999999999]","[-0.6679999999999999, 0.08, 0.7390000000000001]",1585166798.8443458
437,2,3,"[-0.22, -0.69, 0.69]","[-0.6679999999999999, 0.08, 0.7390000000000001]",1585166798.8443458
438,0,1,"[0.77, 0.147, 0.621]","[-0.113, 0.614, 0.7809999999999999]",1585166798.8523457
439,0,2,"[0.77, 0.147, 0.621]","[-0.222, -0.69, 0.6890000000000001]",1585166798.8523457
440,0,3,"[0.77, 0.147, 0.621]","[-0.6679999999999999, 0.08, 0.74]",1585166798.8523457
441,1,2,"[-0.113, 0.614, 0.7809999999999999]","[-0.222, -0.69, 0.6890000000000001]",1585166798.8523457
442,1,3,"[-0.113, 0.614, 0.7809999999999999]","[-0.6679999999999999, 0.08, 0.74]",1585166798.8523457
443,2,3,"[-0.222, -0.69, 0.6890000000000001]","[-0.6679999999999999, 0.08, 0.74]",1585166798.8523457
444,0,1,"[0.77, 0.14800000000000002, 0.62]","[-0.113, 0.614, 0.7809999999999999]",1585166798.8603456
445,0,2,"[0.77, 0.14800000000000002, 0.62]","[-0.223, -0.69, 0.6890000000000001]",1585166798.8603456
446,0,3,"[0.77, 0.14800000000000002, 0.62]","[-0.6679999999999999, 0.08, 0.74]",1585166798.8603456
447,1,2,"[-0.113, 0.614, 0.7809999999999999]","[-0.223, -0.69, 0.6890000000000001]",1585166798.8603456
448,1,3,"[-0.113, 0.614, 0.7809999999999999]","[-0.6679999999999999, 0.08, 0.74]",1585166798.8603456
449,2,3,"[-0.223, -0.69, 0.6890000000000001]","[-0.6679999999999999, 0.08, 0.74]",1585166798.8603456
450,0,1,"[0.77, 0.14800000000000002, 0.62]","[-0.11199999999999999, 0.614, 0.7809999999999999]",1585166798.8683455
451,0,2,"[0.77, 0.14800000000000002, 0.62]","[-0.222, -0.691, 0.688]",1585166798.8683455
452,0,3,"[0.77, 0.14800000000000002, 0.62]","[-0.6679999999999999, 0.08, 0.74]",1585166798.8683455
453,1,2,"[-0.11199999999999999, 0.614, 0.7809999999999999]","[-0.222, -0.691, 0.688]",1585166798.8683455
454,1,3,"[-0.11199999999999999, 0.614, 0.7809999999999999]","[-0.6679999999999999, 0.08, 0.74]",1585166798.8683455
455,2,3,"[-0.222, -0.691, 0.688]","[-0.6679999999999999, 0.08, 0.74]",1585166798.8683455
456,0,1,"[0.77, 0.14800000000000002, 0.62]","[-0.113, 0.615, 0.7809999999999999]",1585166798.8763454
457,0,2,"[0.77, 0.14800000000000002, 0.62]","[-0.221, -0.691, 0.688]",1585166798.8763454
458,0,3,"[0.77, 0.14800000000000002, 0.62]","[-0.6679999999999999, 0.08, 0.74]",1585166798.8763454
459,1,2,"[-0.113, 0.615, 0.7809999999999999]","[-0.221, -0.691, 0.688]",1585166798.8763454
460,1,3,"[-0.113, 0.615, 0.7809999999999999]","[-0.6679999999999999, 0.08, 0.74]",1585166798.8763454
461,2,3,"[-0.221, -0.691, 0.688]","[-0.6679999999999999, 0.08, 0.74]",1585166798.8763454
462,0,1,"[0.77, 0.14800000000000002, 0.62]","[-0.11199999999999999, 0.615, 0.7809999999999999]",1585166798.8843453
463,0,2,"[0.77, 0.14800000000000002, 0.62]","[-0.221, -0.691, 0.688]",1585166798.8843453
464,0,3,"[0.77, 0.14800000000000002, 0.62]","[-0.667, 0.08, 0.74]",1585166798.8843453
465,1,2,"[-0.11199999999999999, 0.615, 0.7809999999999999]","[-0.221, -0.691, 0.688]",1585166798.8843453
466,1,3,"[-0.11199999999999999, 0.615, 0.7809999999999999]","[-0.667, 0.08, 0.74]",1585166798.8843453
467,2,3,"[-0.221, -0.691, 0.688]","[-0.667, 0.08, 0.74]",1585166798.8843453
468,0,1,"[0.77, 0.14800000000000002, 0.621]","[-0.11199999999999999, 0.615, 0.7809999999999999]",1585166798.8923452
469,0,2,"[0.77, 0.14800000000000002, 0.621]","[-0.221, -0.691, 0.688]",1585166798.8923452
470,0,3,"[0.77, 0.14800000000000002, 0.621]","[-0.6679999999999999, 0.079, 0.74]",1585166798.8923452
471,1,2,"[-0.11199999999999999, 0.615, 0.7809999999999999]","[-0.221, -0.691, 0.688]",1585166798.8923452
472,1,3,"[-0.11199999999999999, 0.615, 0.7809999999999999]","[-0.6679999999999999, 0.079, 0.74]",1585166798.8923452
473,2,3,"[-0.221, -0.691, 0.688]","[-0.6679999999999999, 0.079, 0.74]",1585166798.8923452
474,0,1,"[0.769, 0.149, 0.621]","[-0.113, 0.614, 0.7809999999999999]",1585166798.900345
475,0,2,"[0.769, 0.149, 0.621]","[-0.221, -0.691, 0.688]",1585166798.900345
476,0,3,"[0.769, 0.149, 0.621]","[-0.667, 0.08, 0.74]",1585166798.900345
